Title: dual rc ladder
Date: Wed Jan 10 16:20:12  2024
Plotname: Transient Analysis
Flags: real
No. Variables: 2
No. Points: 1029
Variables:
	0	time	time
	1	v(out)	voltage
Values:
 0	0.000000000000000e+00
	0.000000000000000e+00

 1	1.000000000000000e-08
	0.000000000000000e+00

 2	2.000000000000000e-08
	0.000000000000000e+00

 3	4.000000000000000e-08
	0.000000000000000e+00

 4	8.000000000000000e-08
	0.000000000000000e+00

 5	1.600000000000000e-07
	0.000000000000000e+00

 6	3.200000000000000e-07
	0.000000000000000e+00

 7	6.400000000000000e-07
	0.000000000000000e+00

 8	1.000000000000000e-06
	0.000000000000000e+00

 9	1.005124832668592e-06
	6.729524354679914e-13

 10	1.015374498005777e-06
	4.710590489896826e-12

 11	1.035873828680147e-06
	4.508436825661879e-11

 12	1.061342748388368e-06
	2.074891873577146e-10

 13	1.112280587804810e-06
	1.252727769895547e-09

 14	1.214156266637695e-06
	8.699607635517039e-09

 15	1.417907624303465e-06
	6.479131565893667e-08

 16	1.633074691749350e-06
	2.192333382562572e-07

 17	1.969138790847549e-06
	7.803041327020037e-07

 18	2.000000000000000e-06
	8.548348142762176e-07

 19	2.047145653395858e-06
	9.833010155022392e-07

 20	2.141436960187573e-06
	1.262314526859427e-06

 21	2.330019573771003e-06
	1.952689674404156e-06

 22	2.707184800937863e-06
	3.861450053090544e-06

 23	3.461515255271584e-06
	9.780003270466354e-06

 24	4.970176163939027e-06
	2.993399256877837e-05

 25	7.987497981273911e-06
	1.028243564635555e-04

 26	1.402214161594368e-05
	3.736517185838414e-04

 27	2.609142888528322e-05
	1.376191951808593e-03

 28	5.023000342396229e-05
	4.951895458689352e-03

 29	9.850715250132045e-05
	1.671818768866405e-02

 30	1.485071525013204e-04
	3.328285449237035e-02

 31	1.985071525013204e-04
	5.236949902729392e-02

 32	2.485071525013204e-04
	7.284567004479874e-02

 33	2.985071525013204e-04
	9.406794250791554e-02

 34	3.485071525013205e-04
	1.156708263562258e-01

 35	3.985071525013205e-04
	1.374467937435460e-01

 36	4.485071525013205e-04
	1.592780930551135e-01

 37	4.985071525013205e-04
	1.810979957109878e-01

 38	5.485071525013205e-04
	2.028687709628228e-01

 39	5.985071525013206e-04
	2.245691679713909e-01

 40	6.485071525013206e-04
	2.461873013049007e-01

 41	6.985071525013206e-04
	2.677166074475175e-01

 42	7.485071525013206e-04
	2.891535467028803e-01

 43	7.985071525013207e-04
	3.104962970851020e-01

 44	8.485071525013207e-04
	3.317440120014298e-01

 45	8.985071525013207e-04
	3.528963983633787e-01

 46	9.485071525013207e-04
	3.739534768119464e-01

 47	9.985071525013206e-04
	3.949154454465405e-01

 48	1.048507152501321e-03
	4.157826023797626e-01

 49	1.098507152501320e-03
	4.365553017255908e-01

 50	1.148507152501320e-03
	4.572339285892685e-01

 51	1.198507152501320e-03
	4.778188848567100e-01

 52	1.248507152501320e-03
	4.983105811217481e-01

 53	1.298507152501320e-03
	5.187094321017784e-01

 54	1.348507152501320e-03
	5.390158540360023e-01

 55	1.398507152501320e-03
	5.592302632104533e-01

 56	1.448507152501320e-03
	5.793530751234108e-01

 57	1.498507152501320e-03
	5.993847040147547e-01

 58	1.548507152501320e-03
	6.193255626021511e-01

 59	1.598507152501320e-03
	6.391760619347717e-01

 60	1.648507152501320e-03
	6.589366113137950e-01

 61	1.698507152501319e-03
	6.786076182508486e-01

 62	1.748507152501319e-03
	6.981894884479966e-01

 63	1.798507152501319e-03
	7.176826257899565e-01

 64	1.848507152501319e-03
	7.370874323432511e-01

 65	1.898507152501319e-03
	7.564043083592848e-01

 66	1.948507152501319e-03
	7.756336522796339e-01

 67	1.998507152501319e-03
	7.947758607425801e-01

 68	2.048507152501319e-03
	8.138313285903347e-01

 69	2.098507152501319e-03
	8.328004488766383e-01

 70	2.148507152501319e-03
	8.516836128745582e-01

 71	2.198507152501319e-03
	8.704812100843844e-01

 72	2.248507152501320e-03
	8.891936282415634e-01

 73	2.298507152501320e-03
	9.078212533246391e-01

 74	2.348507152501320e-03
	9.263644695631820e-01

 75	2.398507152501320e-03
	9.448236594456960e-01

 76	2.448507152501320e-03
	9.631992037274985e-01

 77	2.498507152501320e-03
	9.814914814385669e-01

 78	2.548507152501320e-03
	9.997008698913548e-01

 79	2.598507152501320e-03
	1.017827744688572e+00

 80	2.648507152501321e-03
	1.035872479730932e+00

 81	2.698507152501321e-03
	1.053835447224863e+00

 82	2.748507152501321e-03
	1.071717017690182e+00

 83	2.798507152501321e-03
	1.089517559967743e+00

 84	2.848507152501321e-03
	1.107237441227042e+00

 85	2.898507152501321e-03
	1.124877026973791e+00

 86	2.948507152501321e-03
	1.142436681057455e+00

 87	2.998507152501322e-03
	1.159916765678760e+00

 88	3.048507152501322e-03
	1.177317641397164e+00

 89	3.098507152501322e-03
	1.194639667138290e+00

 90	3.148507152501322e-03
	1.211883200201337e+00

 91	3.198507152501322e-03
	1.229048596266441e+00

 92	3.248507152501322e-03
	1.246136209402021e+00

 93	3.298507152501322e-03
	1.263146392072073e+00

 94	3.348507152501322e-03
	1.280079495143449e+00

 95	3.398507152501323e-03
	1.296935867893085e+00

 96	3.448507152501323e-03
	1.313715858015215e+00

 97	3.498507152501323e-03
	1.330419811628537e+00

 98	3.548507152501323e-03
	1.347048073283353e+00

 99	3.598507152501323e-03
	1.363600985968678e+00

 100	3.648507152501323e-03
	1.380078891119311e+00

 101	3.698507152501323e-03
	1.396482128622884e+00

 102	3.748507152501324e-03
	1.412811036826865e+00

 103	3.798507152501324e-03
	1.429065952545544e+00

 104	3.848507152501324e-03
	1.445247211066976e+00

 105	3.898507152501324e-03
	1.461355146159899e+00

 106	3.948507152501324e-03
	1.477390090080619e+00

 107	3.998507152501323e-03
	1.493352373579862e+00

 108	4.048507152501323e-03
	1.509242325909595e+00

 109	4.098507152501323e-03
	1.525060274829821e+00

 110	4.148507152501322e-03
	1.540806546615338e+00

 111	4.198507152501322e-03
	1.556481466062468e+00

 112	4.248507152501322e-03
	1.572085356495759e+00

 113	4.298507152501321e-03
	1.587618539774651e+00

 114	4.348507152501321e-03
	1.603081336300118e+00

 115	4.398507152501321e-03
	1.618474065021273e+00

 116	4.448507152501321e-03
	1.633797043441954e+00

 117	4.498507152501320e-03
	1.649050587627264e+00

 118	4.548507152501320e-03
	1.664235012210097e+00

 119	4.598507152501320e-03
	1.679350630397626e+00

 120	4.648507152501319e-03
	1.694397753977763e+00

 121	4.698507152501319e-03
	1.709376693325591e+00

 122	4.748507152501319e-03
	1.724287757409764e+00

 123	4.798507152501318e-03
	1.739131253798883e+00

 124	4.848507152501318e-03
	1.753907488667839e+00

 125	4.898507152501318e-03
	1.768616766804127e+00

 126	4.948507152501318e-03
	1.783259391614137e+00

 127	4.998507152501317e-03
	1.797835665129405e+00

 128	5.048507152501317e-03
	1.812345888012851e+00

 129	5.098507152501317e-03
	1.826790359564976e+00

 130	5.148507152501316e-03
	1.841169377730036e+00

 131	5.198507152501316e-03
	1.855483239102189e+00

 132	5.248507152501316e-03
	1.869732238931613e+00

 133	5.298507152501315e-03
	1.883916671130595e+00

 134	5.348507152501315e-03
	1.898036828279593e+00

 135	5.398507152501315e-03
	1.912093001633270e+00

 136	5.448507152501315e-03
	1.926085481126508e+00

 137	5.498507152501314e-03
	1.940014555380380e+00

 138	5.548507152501314e-03
	1.953880511708111e+00

 139	5.598507152501314e-03
	1.967683636120997e+00

 140	5.648507152501313e-03
	1.981424213334309e+00

 141	5.698507152501313e-03
	1.995102526773167e+00

 142	5.748507152501313e-03
	2.008718858578383e+00

 143	5.798507152501312e-03
	2.022273489612281e+00

 144	5.848507152501312e-03
	2.035766699464492e+00

 145	5.898507152501312e-03
	2.049198766457719e+00

 146	5.948507152501312e-03
	2.062569967653479e+00

 147	5.998507152501311e-03
	2.075880578857822e+00

 148	6.048507152501311e-03
	2.089130874627012e+00

 149	6.098507152501311e-03
	2.102321128273196e+00

 150	6.148507152501310e-03
	2.115451611870037e+00

 151	6.198507152501310e-03
	2.128522596258332e+00

 152	6.248507152501310e-03
	2.141534351051596e+00

 153	6.298507152501309e-03
	2.154487144641619e+00

 154	6.348507152501309e-03
	2.167381244204011e+00

 155	6.398507152501309e-03
	2.180216915703703e+00

 156	6.448507152501308e-03
	2.192994423900440e+00

 157	6.498507152501308e-03
	2.205714032354241e+00

 158	6.548507152501308e-03
	2.218376003430834e+00

 159	6.598507152501308e-03
	2.230980598307065e+00

 160	6.648507152501307e-03
	2.243528076976292e+00

 161	6.698507152501307e-03
	2.256018698253744e+00

 162	6.748507152501307e-03
	2.268452719781860e+00

 163	6.798507152501306e-03
	2.280830398035601e+00

 164	6.848507152501306e-03
	2.293151988327746e+00

 165	6.898507152501306e-03
	2.305417744814152e+00

 166	6.948507152501305e-03
	2.317627920499000e+00

 167	6.998507152501305e-03
	2.329782767240013e+00

 168	7.048507152501305e-03
	2.341882535753652e+00

 169	7.098507152501305e-03
	2.353927475620286e+00

 170	7.148507152501304e-03
	2.365917835289339e+00

 171	7.198507152501304e-03
	2.377853862084417e+00

 172	7.248507152501304e-03
	2.389735802208410e+00

 173	7.298507152501303e-03
	2.401563900748570e+00

 174	7.348507152501303e-03
	2.413338401681562e+00

 175	7.398507152501303e-03
	2.425059547878503e+00

 176	7.448507152501302e-03
	2.436727581109969e+00

 177	7.498507152501302e-03
	2.448342742050978e+00

 178	7.548507152501302e-03
	2.459905270285963e+00

 179	7.598507152501302e-03
	2.471415404313705e+00

 180	7.648507152501301e-03
	2.482873381552259e+00

 181	7.698507152501301e-03
	2.494279438343847e+00

 182	7.748507152501301e-03
	2.505633809959735e+00

 183	7.798507152501300e-03
	2.516936730605086e+00

 184	7.848507152501301e-03
	2.528188433423791e+00

 185	7.898507152501301e-03
	2.539389150503276e+00

 186	7.948507152501300e-03
	2.550539112879291e+00

 187	7.998507152501300e-03
	2.561638550540675e+00

 188	8.048507152501300e-03
	2.572687692434102e+00

 189	8.098507152501299e-03
	2.583686766468800e+00

 190	8.148507152501299e-03
	2.594635999521254e+00

 191	8.198507152501299e-03
	2.605535617439888e+00

 192	8.248507152501298e-03
	2.616385845049716e+00

 193	8.298507152501298e-03
	2.627186906156988e+00

 194	8.348507152501298e-03
	2.637939023553803e+00

 195	8.398507152501298e-03
	2.648642419022701e+00

 196	8.448507152501297e-03
	2.659297313341246e+00

 197	8.498507152501297e-03
	2.669903926286572e+00

 198	8.548507152501297e-03
	2.680462476639920e+00

 199	8.598507152501296e-03
	2.690973182191149e+00

 200	8.648507152501296e-03
	2.701436259743230e+00

 201	8.698507152501296e-03
	2.711851925116718e+00

 202	8.748507152501295e-03
	2.722220393154204e+00

 203	8.798507152501295e-03
	2.732541877724744e+00

 204	8.848507152501295e-03
	2.742816591728272e+00

 205	8.898507152501295e-03
	2.753044747099993e+00

 206	8.948507152501294e-03
	2.763226554814752e+00

 207	8.998507152501294e-03
	2.773362224891385e+00

 208	9.048507152501294e-03
	2.783451966397056e+00

 209	9.098507152501293e-03
	2.793495987451566e+00

 210	9.148507152501293e-03
	2.803494495231644e+00

 211	9.198507152501293e-03
	2.813447695975226e+00

 212	9.248507152501292e-03
	2.823355794985702e+00

 213	9.298507152501292e-03
	2.833218996636155e+00

 214	9.348507152501292e-03
	2.843037504373577e+00

 215	9.398507152501291e-03
	2.852811520723064e+00

 216	9.448507152501291e-03
	2.862541247291996e+00

 217	9.498507152501291e-03
	2.872226884774189e+00

 218	9.548507152501291e-03
	2.881868632954041e+00

 219	9.598507152501290e-03
	2.891466690710654e+00

 220	9.648507152501290e-03
	2.901021256021929e+00

 221	9.698507152501290e-03
	2.910532525968657e+00

 222	9.748507152501289e-03
	2.920000696738577e+00

 223	9.798507152501289e-03
	2.929425963630431e+00

 224	9.848507152501289e-03
	2.938808521057989e+00

 225	9.898507152501288e-03
	2.948148562554053e+00

 226	9.948507152501288e-03
	2.957446280774459e+00

 227	9.998507152501288e-03
	2.966701867502044e+00

 228	1.004850715250129e-02
	2.975915513650604e+00

 229	1.009850715250129e-02
	2.985087409268835e+00

 230	1.014850715250129e-02
	2.994217743544246e+00

 231	1.019850715250129e-02
	3.003306704807069e+00

 232	1.024850715250129e-02
	3.012354480534138e+00

 233	1.029850715250129e-02
	3.021361257352760e+00

 234	1.034850715250129e-02
	3.030327221044562e+00

 235	1.039850715250129e-02
	3.039252556549323e+00

 236	1.044850715250129e-02
	3.048137447968789e+00

 237	1.049850715250128e-02
	3.056982078570476e+00

 238	1.054850715250128e-02
	3.065786630791438e+00

 239	1.059850715250128e-02
	3.074551286242043e+00

 240	1.064850715250128e-02
	3.083276225709711e+00

 241	1.069850715250128e-02
	3.091961629162646e+00

 242	1.074850715250128e-02
	3.100607675753548e+00

 243	1.079850715250128e-02
	3.109214543823307e+00

 244	1.084850715250128e-02
	3.117782410904684e+00

 245	1.089850715250128e-02
	3.126311453725972e+00

 246	1.094850715250128e-02
	3.134801848214640e+00

 247	1.099850715250128e-02
	3.143253769500962e+00

 248	1.104850715250128e-02
	3.151667391921632e+00

 249	1.109850715250128e-02
	3.160042889023357e+00

 250	1.114850715250128e-02
	3.168380433566439e+00

 251	1.119850715250128e-02
	3.176680197528335e+00

 252	1.124850715250128e-02
	3.184942352107211e+00

 253	1.129850715250128e-02
	3.193167067725466e+00

 254	1.134850715250128e-02
	3.201354514033250e+00

 255	1.139850715250128e-02
	3.209504859911966e+00

 256	1.144850715250128e-02
	3.217618273477749e+00

 257	1.149850715250128e-02
	3.225694922084936e+00

 258	1.154850715250128e-02
	3.233734972329521e+00

 259	1.159850715250128e-02
	3.241738590052584e+00

 260	1.164850715250128e-02
	3.249705940343720e+00

 261	1.169850715250128e-02
	3.257637187544439e+00

 262	1.174850715250128e-02
	3.265532495251555e+00

 263	1.179850715250128e-02
	3.273392026320565e+00

 264	1.184850715250128e-02
	3.281215942869006e+00

 265	1.189850715250128e-02
	3.289004406279796e+00

 266	1.194850715250128e-02
	3.296757577204571e+00

 267	1.199850715250128e-02
	3.304475615566989e+00

 268	1.204850715250128e-02
	3.312158680566036e+00

 269	1.209850715250128e-02
	3.319806930679303e+00

 270	1.214850715250127e-02
	3.327420523666264e+00

 271	1.219850715250127e-02
	3.334999616571519e+00

 272	1.224850715250127e-02
	3.342544365728043e+00

 273	1.229850715250127e-02
	3.350054926760409e+00

 274	1.234850715250127e-02
	3.357531454587990e+00

 275	1.239850715250127e-02
	3.364974103428166e+00

 276	1.244850715250127e-02
	3.372383026799495e+00

 277	1.249850715250127e-02
	3.379758377524889e+00

 278	1.254850715250127e-02
	3.387100307734757e+00

 279	1.259850715250127e-02
	3.394408968870149e+00

 280	1.264850715250127e-02
	3.401684511685879e+00

 281	1.269850715250127e-02
	3.408927086253632e+00

 282	1.274850715250127e-02
	3.416136841965062e+00

 283	1.279850715250127e-02
	3.423313927534874e+00

 284	1.284850715250127e-02
	3.430458491003887e+00

 285	1.289850715250127e-02
	3.437570679742093e+00

 286	1.294850715250127e-02
	3.444650640451695e+00

 287	1.299850715250127e-02
	3.451698519170131e+00

 288	1.304850715250127e-02
	3.458714461273090e+00

 289	1.309850715250127e-02
	3.465698611477504e+00

 290	1.314850715250127e-02
	3.472651113844544e+00

 291	1.319850715250127e-02
	3.479572111782581e+00

 292	1.324850715250127e-02
	3.486461748050150e+00

 293	1.329850715250127e-02
	3.493320164758891e+00

 294	1.334850715250127e-02
	3.500147503376483e+00

 295	1.339850715250127e-02
	3.506943904729562e+00

 296	1.344850715250127e-02
	3.513709509006625e+00

 297	1.349850715250127e-02
	3.520444455760921e+00

 298	1.354850715250127e-02
	3.527148883913330e+00

 299	1.359850715250127e-02
	3.533822931755228e+00

 300	1.364850715250127e-02
	3.540466736951342e+00

 301	1.369850715250127e-02
	3.547080436542588e+00

 302	1.374850715250127e-02
	3.553664166948897e+00

 303	1.379850715250126e-02
	3.560218063972028e+00

 304	1.384850715250126e-02
	3.566742262798372e+00

 305	1.389850715250126e-02
	3.573236898001738e+00

 306	1.394850715250126e-02
	3.579702103546133e+00

 307	1.399850715250126e-02
	3.586138012788519e+00

 308	1.404850715250126e-02
	3.592544758481569e+00

 309	1.409850715250126e-02
	3.598922472776401e+00

 310	1.414850715250126e-02
	3.605271287225307e+00

 311	1.419850715250126e-02
	3.611591332784468e+00

 312	1.424850715250126e-02
	3.617882739816648e+00

 313	1.429850715250126e-02
	3.624145638093892e+00

 314	1.434850715250126e-02
	3.630380156800198e+00

 315	1.439850715250126e-02
	3.636586424534181e+00

 316	1.444850715250126e-02
	3.642764569311726e+00

 317	1.449850715250126e-02
	3.648914718568632e+00

 318	1.454850715250126e-02
	3.655036999163236e+00

 319	1.459850715250126e-02
	3.661131537379031e+00

 320	1.464850715250126e-02
	3.667198458927275e+00

 321	1.469850715250126e-02
